tech,year,learning_rate,scenario,Remanufacturing,Manufacturing,Stockpile
solarPV,2035,LR4,scenario_avg_high_min,100.040780947916,232.65132587453542,48.68347239585249
solarPV,2040,LR4,scenario_avg_high_min,100.040780947916,382.05060993385666,48.68347239585249
solarPV,2025,LR4,scenario_avg_high_avg,5.77770867711999,9.69941982688005,37.970871495999965
solarPV,2030,LR4,scenario_avg_high_avg,100.00000000000001,75.61878779532755,40.0
solarPV,2035,LR4,scenario_avg_high_avg,100.04078094791626,232.65132587453516,48.6834723958524
solarPV,2040,LR4,scenario_avg_high_avg,100.04078094791626,382.11003546800004,48.6834723958524
solarPV,2025,LR4,scenario_avg_high_high,5.777708677119801,9.699419826880353,37.97087149599983
solarPV,2030,LR4,scenario_avg_high_high,99.99999999999999,75.6187877953278,39.999999999999886
solarPV,2035,LR4,scenario_avg_high_high,100.04078094791598,232.65132587453542,48.68347239585227
solarPV,2040,LR4,scenario_avg_high_high,100.04078094791598,382.11003546797224,48.68347239585227
solarPV,2025,LR4,scenario_high_min_min,1.0,29.946852,22.501148
solarPV,2030,LR4,scenario_high_min_min,32.34458674955652,134.5907286499192,39.999999999999986
solarPV,2035,LR4,scenario_high_min_min,41.06884009332474,291.6232667291268,39.999999999999986
solarPV,2040,LR4,scenario_high_min_min,41.06884009332474,438.8152975127295,39.999999999999986
solarPV,2025,LR4,scenario_high_min_avg,1.0,29.946852,22.501148
solarPV,2030,LR4,scenario_high_min_avg,32.34458674955625,134.59072864991913,40.00000000000004
solarPV,2035,LR4,scenario_high_min_avg,41.06884009332464,291.6232667291268,40.00000000000004
solarPV,2040,LR4,scenario_high_min_avg,41.06884009332464,438.8152975127295,40.00000000000004
solarPV,2025,LR4,scenario_high_min_high,1.0,29.946851999999964,22.50114800000005
solarPV,2030,LR4,scenario_high_min_high,32.34458674955622,134.59072864991924,40.00000000000001
